EmployeeID,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EngagementScore,PromotionLast5Years,Attrition
285,52,Male,Finance,Analyst,2,7661,14,0,Yes,3,2,3,2,2,3,0.93,0,0
286,47,Male,HR,Analyst,4,9094,19,4,No,4,0,3,1,2,2,0.68,1,0
287,52,Female,Sales,Manager,2,12044,12,3,No,25,1,1,1,3,4,0.06,0,1
288,24,Female,R&D,HR Specialist,3,4124,16,4,Yes,5,4,2,3,2,4,0.11,0,1
289,38,Female,R&D,Engineer,2,5254,19,8,Yes,12,8,2,4,1,1,0.87,0,1
290,23,Male,IT,Sales Executive,3,4413,3,7,No,24,2,4,3,4,3,0.21,0,0
291,54,Male,Sales,Engineer,4,6387,18,7,Yes,19,6,4,2,2,4,0.17,1,0
292,36,Female,IT,Analyst,3,8089,14,7,Yes,32,5,3,3,1,1,0.89,0,0
293,47,Female,Sales,Consultant,5,7833,14,0,Yes,12,2,4,2,3,1,0.95,0,1
294,49,Male,Finance,Consultant,4,2156,8,6,Yes,37,3,3,2,3,2,0.65,1,1
295,48,Male,Marketing,Consultant,2,11315,2,3,No,27,4,3,3,2,3,0.1,0,0
296,25,Female,Sales,HR Specialist,1,7003,1,5,No,18,1,4,2,1,1,0.02,0,0
297,54,Male,HR,Manager,4,7753,6,3,No,25,7,3,1,4,4,0.6,1,1
298,56,Male,R&D,Technician,5,2917,8,4,Yes,23,6,1,1,3,1,0.06,0,1
299,43,Male,Finance,Engineer,3,8253,4,4,Yes,3,8,3,1,2,1,0.55,0,0
300,48,Male,Marketing,Manager,2,3702,16,0,No,2,7,2,2,2,4,0.4,0,1
301,50,Male,Marketing,Consultant,2,3665,2,5,Yes,11,6,2,3,2,2,0.03,0,1
302,54,Male,R&D,Analyst,5,7389,8,9,No,37,8,4,2,3,2,0.95,1,0
303,52,Female,Marketing,Sales Executive,5,14425,7,7,No,30,9,3,1,1,4,0.01,0,0
304,40,Male,IT,Engineer,4,9163,8,4,Yes,13,4,3,4,4,1,0.35,0,0
305,51,Female,Finance,Technician,1,7807,16,9,Yes,6,2,2,1,4,3,0.81,0,1
306,42,Female,HR,Analyst,1,4111,7,5,No,12,5,2,1,1,2,0.97,0,1
307,52,Male,R&D,HR Specialist,3,5714,13,4,Yes,39,8,3,3,1,1,0.05,1,0
308,22,Female,Sales,Engineer,2,12746,15,0,No,8,5,3,1,4,1,0.95,1,0
309,37,Female,Sales,Manager,4,8983,17,4,Yes,9,2,4,2,2,4,0.34,0,0
310,44,Female,Sales,Consultant,2,7110,16,1,No,4,1,3,1,4,2,0.16,0,1
311,50,Male,Finance,Engineer,4,13216,6,3,Yes,37,4,1,4,1,1,0.82,0,0
312,22,Female,HR,Analyst,5,14227,19,1,Yes,36,7,2,3,3,4,0.64,1,1
313,59,Male,Marketing,Analyst,3,13028,14,7,Yes,32,7,2,2,2,4,0.1,1,1
314,43,Female,HR,Consultant,5,4397,6,6,No,12,0,3,1,3,3,0.62,0,1
315,51,Female,HR,Manager,2,12386,1,8,No,18,2,1,3,4,4,0.82,0,0
316,41,Female,R&D,Technician,3,7454,1,3,Yes,31,4,3,3,3,4,0.55,1,0
317,42,Female,Finance,Analyst,4,3555,6,4,Yes,39,0,4,4,4,2,0.34,0,0
318,21,Male,Sales,Engineer,4,13817,18,8,Yes,29,5,3,1,3,2,0.21,0,1
319,46,Female,R&D,Consultant,3,13101,5,8,Yes,29,3,3,3,1,4,0.75,0,0
320,21,Female,Marketing,Technician,5,6502,11,1,No,27,8,3,1,4,3,0.4,0,0
321,45,Male,HR,Manager,3,2343,14,0,Yes,11,1,3,2,2,1,0.83,0,1
322,36,Male,Sales,Analyst,5,14939,12,2,Yes,33,9,2,2,2,4,0.76,0,1
323,59,Male,Finance,Consultant,3,3544,6,9,No,39,4,3,3,3,4,0.75,1,0
324,52,Female,IT,Analyst,5,5996,6,0,Yes,18,4,3,2,2,2,0.79,0,1
325,28,Male,HR,Engineer,1,8848,14,5,Yes,20,5,2,4,2,3,0.56,1,1
326,58,Male,HR,Analyst,3,13010,3,7,Yes,28,4,4,1,1,3,0.78,0,1
327,48,Male,HR,Consultant,5,10230,2,3,No,22,9,4,2,2,1,0.88,1,1
328,45,Male,HR,Engineer,2,6382,0,3,Yes,32,9,3,2,3,2,0.3,0,0
329,54,Male,Sales,HR Specialist,2,10046,6,9,Yes,21,8,3,1,2,2,0.25,0,0
330,44,Male,Finance,Consultant,3,6986,8,0,No,37,0,3,4,4,4,0.46,0,1
331,43,Female,R&D,Technician,3,14949,0,8,No,27,7,3,1,4,4,0.55,1,0
332,32,Male,Sales,Engineer,4,5423,4,9,Yes,38,5,2,3,4,3,0.03,0,1
333,26,Female,Finance,Sales Executive,5,11220,14,7,No,26,8,3,1,3,4,0.18,0,1
334,55,Male,R&D,Analyst,3,2235,3,2,No,23,9,3,4,2,3,0.02,0,0
335,39,Male,HR,HR Specialist,2,9993,9,2,No,34,6,4,1,3,2,0.56,0,1
336,20,Male,Finance,Technician,2,11160,1,9,Yes,12,2,3,4,4,1,0.77,0,1
337,27,Female,HR,Manager,2,7224,6,3,Yes,11,7,3,4,4,1,0.83,0,0
338,35,Male,Finance,Sales Executive,5,3230,18,3,No,36,9,4,2,3,1,0.56,0,1
339,33,Male,Marketing,Manager,1,2238,5,1,No,32,2,3,1,2,3,0.04,1,1
340,31,Male,IT,Consultant,3,12046,14,3,Yes,39,2,3,4,3,3,0.59,1,1
341,42,Male,HR,Sales Executive,1,6924,19,1,Yes,37,3,3,1,1,1,0.4,0,1
342,34,Female,HR,HR Specialist,5,2051,11,6,Yes,16,2,2,2,1,2,0.85,1,0
343,47,Female,HR,Technician,3,12347,10,4,Yes,31,5,3,3,3,3,0.41,0,0
344,53,Female,Marketing,HR Specialist,4,11572,2,6,No,6,6,1,1,3,3,0.72,0,1
345,21,Female,Sales,HR Specialist,3,3056,19,5,No,13,2,4,4,3,2,0.19,1,1
346,51,Female,R&D,Sales Executive,3,10213,16,1,Yes,36,2,3,4,2,4,0.92,0,0
347,42,Male,HR,Engineer,3,10498,6,1,Yes,11,6,3,2,4,3,0.3,0,1
348,41,Male,HR,Technician,3,14298,17,0,No,11,9,3,3,1,3,0.01,0,1
349,44,Male,Sales,Manager,3,9609,16,0,Yes,20,8,3,4,2,1,0.08,0,1
350,41,Female,Sales,Engineer,5,4609,15,4,No,29,2,2,3,2,1,0.23,0,0
351,41,Male,IT,Engineer,3,14485,1,4,Yes,19,5,4,4,4,4,0.17,1,1
352,25,Female,Finance,Analyst,5,5600,4,6,Yes,30,4,4,4,1,2,0.19,1,1
353,34,Male,HR,Consultant,3,3965,12,0,Yes,6,7,2,3,2,1,0.58,1,1
354,56,Female,Finance,Manager,3,8532,10,4,No,17,8,3,4,4,3,0.47,0,0
355,52,Male,Sales,Sales Executive,5,14838,0,1,No,18,7,2,3,2,1,0.71,1,0
356,27,Male,Sales,Consultant,3,5578,2,9,No,36,0,3,2,1,4,0.79,0,1
357,24,Male,IT,Analyst,2,7561,17,0,No,18,6,2,3,3,1,0.52,1,0
358,58,Male,R&D,Analyst,3,4543,3,6,Yes,12,7,3,2,2,3,0.59,0,1
359,23,Female,Marketing,Consultant,4,2504,8,2,Yes,3,4,3,3,2,3,0.78,0,0
360,25,Male,Marketing,HR Specialist,5,10328,10,8,No,18,3,2,2,2,4,0.09,0,0
361,51,Male,Marketing,Sales Executive,3,7084,16,4,No,16,6,4,3,1,4,0.43,0,0
362,49,Male,Sales,Engineer,3,11494,10,4,No,39,5,3,2,3,4,0.53,0,0
363,54,Female,HR,Technician,5,6014,2,4,Yes,28,1,4,1,3,3,0.6,0,1
364,59,Male,IT,Engineer,1,8307,18,8,Yes,9,8,1,4,2,1,0.54,0,1
365,35,Male,R&D,Engineer,2,5614,19,9,No,20,2,3,1,2,1,0.35,1,1
366,32,Male,Marketing,HR Specialist,2,7142,10,0,No,18,0,4,2,4,1,0.29,0,0
367,49,Male,IT,Engineer,3,8071,13,4,No,25,2,4,3,2,2,0.44,0,0
368,38,Male,Sales,Manager,5,6806,5,9,Yes,21,0,2,1,4,1,0.07,0,1
369,36,Female,Marketing,Engineer,4,2506,18,5,Yes,26,9,3,1,4,4,0.47,1,0
370,38,Female,R&D,Engineer,3,14973,14,8,Yes,23,6,3,2,1,2,0.97,0,0
371,47,Female,Finance,Manager,2,11725,10,2,No,10,5,3,2,2,3,0.05,0,1
372,45,Male,R&D,HR Specialist,3,13833,17,0,Yes,13,7,4,2,2,3,0.15,0,1
373,56,Female,HR,Analyst,5,6003,3,7,Yes,37,3,4,2,1,2,0.63,0,1
374,45,Male,Marketing,Sales Executive,4,10899,18,8,Yes,12,5,3,2,3,3,0.71,1,0
375,42,Male,Marketing,HR Specialist,1,11815,2,5,Yes,36,2,3,1,4,3,0.48,0,0
376,28,Male,Finance,Engineer,4,9611,11,4,No,3,3,3,2,3,2,0.92,0,0
377,31,Male,Finance,Analyst,3,14429,3,7,Yes,14,5,3,3,4,2,0.48,0,1
378,20,Female,Marketing,Sales Executive,2,12520,11,5,Yes,35,4,4,2,2,4,0.11,1,1
379,20,Female,HR,Sales Executive,5,13206,0,5,No,34,1,2,4,3,4,0.48,0,0
380,53,Female,Finance,Sales Executive,3,3707,15,8,Yes,29,8,4,4,1,1,0.51,0,0
381,51,Male,Sales,Manager,1,10493,1,8,No,30,1,4,4,4,1,0.43,0,0
382,44,Female,Marketing,Manager,5,4444,2,0,No,7,7,3,3,1,2,0.91,0,0
383,59,Female,R&D,Analyst,5,10509,15,1,Yes,2,4,3,1,4,4,0.48,0,0
384,20,Male,R&D,Engineer,5,7906,9,0,Yes,18,6,1,4,1,2,0.69,0,0
385,35,Female,HR,Consultant,3,4955,8,1,Yes,26,5,4,1,1,2,0.51,1,1
386,58,Male,Sales,Analyst,1,4927,13,2,No,17,1,3,4,4,2,0.73,0,0
387,24,Female,Finance,Engineer,3,2857,7,1,No,12,3,3,2,1,2,0.11,0,0
388,41,Female,Marketing,HR Specialist,5,4720,1,5,No,32,8,4,1,4,1,0.94,0,0
389,48,Female,R&D,Consultant,5,5022,10,3,No,29,6,2,1,3,2,0.61,1,1
390,22,Male,R&D,Sales Executive,2,10868,1,4,Yes,10,0,4,3,3,3,0.31,0,0
391,31,Female,R&D,Sales Executive,4,2378,14,9,Yes,36,3,3,1,3,1,0.23,0,1
392,45,Female,R&D,Manager,3,10408,17,8,No,2,9,1,2,3,3,0.74,0,1
393,35,Female,IT,Consultant,1,13892,4,1,Yes,37,2,3,1,4,4,0.27,0,0
394,56,Female,HR,HR Specialist,5,13088,6,2,No,14,0,3,4,4,1,0.45,1,1
395,41,Male,Finance,Technician,3,8058,18,9,Yes,10,4,3,1,2,3,0.62,1,0
396,48,Male,Marketing,HR Specialist,4,9418,18,0,No,1,8,4,3,2,3,0.86,0,1
397,33,Female,Marketing,Engineer,3,6963,15,1,No,21,3,3,3,1,2,0.83,0,1
398,47,Female,Marketing,HR Specialist,4,14721,18,0,No,5,1,3,4,2,2,0.67,1,1
399,24,Female,Finance,Consultant,3,6851,16,8,Yes,9,6,2,2,4,1,0.26,0,1
400,49,Male,HR,Consultant,2,4989,12,2,Yes,9,7,3,1,2,1,0.16,0,1
401,24,Female,Sales,Manager,3,5830,7,2,No,18,1,4,1,3,2,0.55,1,1
402,31,Female,HR,Engineer,2,13848,10,6,No,5,9,3,3,2,3,0.88,0,1
403,35,Male,R&D,Analyst,4,7403,17,0,No,16,8,2,1,4,1,0.41,0,1
404,45,Male,R&D,Engineer,5,11698,10,8,Yes,34,9,3,4,4,1,0.74,1,0
405,45,Male,HR,Analyst,5,8850,8,6,No,4,7,4,4,1,2,0.83,0,1
406,40,Female,HR,Technician,3,11482,13,8,Yes,21,3,4,3,4,2,0.26,0,0
407,58,Male,Finance,Engineer,1,3939,1,7,Yes,37,3,2,4,2,1,0.96,0,0
408,55,Male,Finance,Sales Executive,3,6694,16,4,No,14,4,3,4,4,3,0.26,1,1
409,52,Female,IT,Technician,2,9325,15,2,Yes,27,0,2,4,3,1,0.59,0,1
410,49,Male,Marketing,Analyst,2,9715,4,8,No,12,6,4,2,2,2,0.67,0,0
411,56,Female,IT,Manager,4,10427,0,4,No,27,3,3,3,2,1,0.55,0,1
412,42,Female,Marketing,Technician,3,11975,8,8,Yes,34,0,4,4,2,1,0.62,1,0
413,29,Male,R&D,Technician,4,9627,2,2,Yes,4,3,1,4,2,3,0.21,0,0
414,24,Female,IT,Technician,1,6195,13,5,Yes,2,3,1,4,4,1,0.14,0,1
415,55,Male,IT,Analyst,5,4786,17,1,Yes,32,0,4,4,3,3,0.02,0,0
416,53,Male,Sales,Analyst,5,3377,11,2,Yes,2,8,3,2,3,2,0.61,1,1
417,50,Male,HR,Engineer,3,4755,13,1,Yes,22,7,2,1,4,4,0.92,1,0
418,29,Female,Finance,Sales Executive,4,4083,15,1,Yes,19,8,4,1,1,2,0.68,0,1
419,38,Male,IT,Technician,4,6409,4,4,No,26,6,4,3,1,1,0.65,1,0
420,51,Female,Finance,Engineer,1,14287,19,9,Yes,20,4,3,2,3,2,0.53,0,1
421,20,Female,Marketing,Engineer,4,14838,19,3,No,36,6,2,3,1,4,0.62,0,0
422,24,Female,IT,Sales Executive,2,8570,14,3,Yes,18,1,3,1,3,2,0.72,0,0
423,23,Male,Marketing,Engineer,2,6612,8,7,Yes,14,9,3,3,1,1,0.15,1,0
424,35,Female,IT,Sales Executive,2,8107,16,5,No,20,6,2,1,1,1,0.73,0,0
425,43,Female,R&D,Manager,3,12892,11,9,No,24,3,4,3,2,1,0.16,0,0
426,35,Male,Sales,Sales Executive,2,6104,12,1,No,31,4,4,2,3,2,0.29,1,0
427,21,Male,Marketing,HR Specialist,2,5549,9,0,No,36,6,1,2,1,4,0.34,0,0
428,47,Female,HR,Sales Executive,5,6152,6,4,Yes,15,1,1,4,1,3,0.29,0,0
429,51,Female,HR,Sales Executive,3,12522,6,6,Yes,7,4,3,2,2,4,0.52,0,0
430,46,Male,R&D,Consultant,2,14748,7,4,No,23,1,4,3,4,4,0.56,0,0
431,39,Female,R&D,HR Specialist,1,9657,14,3,Yes,29,9,3,1,1,4,0.82,0,1
432,43,Female,HR,Sales Executive,2,7478,17,4,Yes,4,5,4,3,1,2,0.58,0,0
433,31,Female,Marketing,Analyst,3,13953,0,9,No,31,9,2,1,1,2,1.0,0,0
434,54,Female,HR,Consultant,4,12203,9,7,No,18,7,4,4,1,4,0.69,0,0
435,52,Male,Sales,Engineer,5,4641,18,4,Yes,31,6,3,4,4,4,0.73,0,1
436,52,Female,IT,Engineer,5,7025,2,8,No,36,4,3,2,4,3,1.0,1,1
437,56,Male,Sales,Manager,3,9764,6,9,Yes,18,2,2,4,1,4,0.23,0,1
438,31,Female,HR,Manager,2,4112,3,6,No,10,3,3,4,2,3,0.65,1,0
439,22,Male,IT,HR Specialist,1,5500,4,1,Yes,7,1,3,2,1,4,0.89,0,1
440,20,Female,HR,Analyst,2,7987,5,8,No,38,5,3,3,1,3,0.97,1,0
441,52,Male,Sales,Manager,2,9624,9,1,No,28,7,1,1,4,3,0.45,0,1
442,59,Female,Sales,Engineer,1,14423,11,5,No,18,7,4,1,1,2,0.43,0,1
443,29,Male,Marketing,Manager,5,11201,13,7,No,31,8,1,1,3,3,0.09,1,1
444,48,Female,Marketing,Manager,2,3629,1,1,Yes,9,4,1,3,4,2,0.9,0,1
445,32,Female,Sales,Sales Executive,4,13311,2,5,Yes,16,9,3,4,3,2,0.94,1,0
446,31,Male,IT,Manager,4,11041,0,4,Yes,25,5,3,1,1,4,0.88,1,0
447,50,Male,Marketing,HR Specialist,3,9361,2,6,Yes,37,1,3,4,2,4,0.23,0,0
448,21,Male,Marketing,Engineer,3,8260,14,9,No,30,9,1,4,1,4,0.3,0,1
449,54,Male,Finance,HR Specialist,1,8922,15,4,Yes,2,3,3,4,4,1,0.95,1,0
450,42,Male,Finance,Consultant,1,13059,19,2,No,5,2,3,4,3,1,0.61,0,0
451,36,Female,Marketing,HR Specialist,3,9166,1,5,Yes,30,8,3,3,3,3,0.63,1,0
452,45,Male,HR,Technician,2,12231,19,6,No,19,5,1,2,2,2,0.42,1,0
453,27,Male,IT,Analyst,5,13427,15,0,Yes,14,5,1,2,1,1,0.62,0,1
454,48,Female,R&D,Consultant,4,2478,14,7,No,27,3,3,2,3,3,0.16,0,1
455,45,Male,Marketing,Consultant,1,3310,6,7,Yes,30,5,3,4,3,3,0.95,0,1
456,29,Male,Finance,Technician,3,14823,4,3,No,14,0,2,4,2,1,0.95,0,0
457,45,Male,IT,Technician,4,4143,4,7,No,31,8,3,2,4,2,0.86,0,0
458,53,Female,IT,Sales Executive,1,2413,8,2,Yes,36,2,3,4,3,1,0.26,0,0
459,26,Male,Finance,HR Specialist,1,11848,13,4,Yes,39,4,3,4,3,3,0.88,0,1
460,23,Female,IT,Analyst,2,12823,18,2,No,30,6,3,3,2,3,0.7,0,1
461,30,Female,IT,Engineer,1,5936,17,1,Yes,38,1,2,3,2,1,0.25,0,0
462,48,Male,Finance,Engineer,5,10187,8,4,Yes,11,3,3,3,2,4,0.84,0,1
463,55,Female,Sales,Analyst,1,3394,2,7,No,17,5,3,2,4,1,0.09,0,0
464,44,Male,Marketing,Consultant,5,4623,10,8,No,10,0,2,2,3,3,0.72,0,1
465,40,Male,HR,HR Specialist,2,4290,14,4,No,16,5,3,1,3,3,1.0,0,1
466,55,Male,R&D,HR Specialist,5,2638,3,2,Yes,11,4,2,3,4,1,0.43,0,0
467,29,Male,HR,Sales Executive,4,13636,4,2,Yes,39,1,3,1,1,3,0.62,0,1
468,56,Male,Sales,Sales Executive,1,2352,17,7,No,28,5,4,2,4,3,0.22,0,0
469,28,Female,Sales,Technician,3,14713,11,2,Yes,21,4,3,1,1,4,0.47,1,0
470,43,Female,IT,Engineer,3,13340,0,8,Yes,28,0,4,4,1,4,0.11,0,0
471,54,Female,HR,Sales Executive,5,14797,19,9,Yes,23,5,2,4,2,1,0.7,0,1
472,54,Female,Sales,Analyst,2,13780,1,0,No,1,6,2,2,4,1,0.77,0,1
473,55,Male,HR,Engineer,5,2139,8,0,Yes,13,8,1,4,3,3,0.59,0,1
474,37,Male,Sales,Consultant,5,10443,17,4,Yes,8,1,3,4,3,3,0.74,1,0
475,58,Female,R&D,Consultant,5,10860,4,3,No,19,5,4,1,4,4,0.69,1,1
476,51,Male,Sales,HR Specialist,4,5842,13,2,Yes,24,5,2,4,4,4,0.92,0,0
477,43,Female,HR,Engineer,4,10508,10,0,No,37,0,3,3,1,2,0.48,1,0
478,42,Female,IT,Manager,5,6018,2,6,Yes,25,7,3,2,2,2,0.54,0,0
479,51,Female,HR,Engineer,2,4926,8,0,Yes,26,4,4,3,3,2,0.37,0,0
480,56,Female,Finance,Sales Executive,1,8892,1,5,No,27,1,4,3,1,1,0.35,0,0
481,31,Male,HR,Analyst,3,9242,13,9,No,32,4,1,1,2,3,0.82,1,1
482,32,Male,R&D,HR Specialist,4,12201,1,1,No,3,3,1,4,3,1,0.93,0,1
483,42,Female,Marketing,HR Specialist,1,13137,9,3,Yes,9,6,4,2,4,4,0.31,0,1
484,44,Female,R&D,Sales Executive,4,3052,18,7,Yes,1,9,1,1,1,2,0.42,1,1
485,54,Female,R&D,Sales Executive,4,14828,1,2,No,18,7,3,4,2,2,0.35,0,0
486,49,Female,Sales,Sales Executive,4,5563,15,8,No,3,0,1,3,1,1,0.85,0,0
487,36,Female,R&D,Manager,5,11315,5,4,Yes,14,0,3,2,1,3,0.95,0,1
488,39,Male,HR,Analyst,5,3343,11,5,Yes,32,7,2,1,3,2,0.9,0,0
489,44,Female,Marketing,Manager,4,2569,6,1,No,4,3,1,3,4,1,0.01,1,0
490,41,Female,IT,Sales Executive,4,13913,3,0,Yes,37,7,2,3,1,3,0.17,1,0
491,32,Male,R&D,Analyst,3,9690,7,4,No,21,6,3,1,3,4,0.9,0,1
492,38,Male,HR,Consultant,1,5916,18,0,Yes,27,8,3,3,3,3,0.53,1,1
493,55,Male,Sales,Consultant,1,11192,9,3,Yes,5,6,3,4,2,2,0.38,1,1
494,31,Male,Sales,Sales Executive,2,4923,0,7,Yes,3,3,1,3,2,4,0.41,0,1
495,38,Male,IT,Analyst,2,12428,4,1,Yes,22,4,1,1,2,3,0.82,1,1
496,31,Male,IT,HR Specialist,2,6545,5,5,Yes,20,6,3,4,1,3,0.81,0,1
497,28,Male,HR,Manager,5,5925,18,9,No,2,1,4,1,3,2,0.83,0,0
498,26,Male,IT,Technician,5,5252,17,4,No,1,2,2,4,3,1,0.85,0,1
499,47,Male,IT,Sales Executive,3,13584,18,0,No,23,2,2,3,4,1,0.07,0,0
500,33,Female,Sales,Sales Executive,5,12522,18,7,No,25,8,3,1,2,2,0.76,0,1
501,50,Male,HR,Engineer,2,9558,0,4,No,26,1,3,3,3,3,0.61,0,0
502,38,Female,Marketing,Technician,4,5392,19,8,No,3,3,3,4,3,2,0.25,0,0
503,35,Female,IT,HR Specialist,2,4617,10,1,Yes,31,7,4,2,3,3,0.59,0,1
504,24,Female,HR,Sales Executive,3,14312,2,5,No,27,0,4,4,4,2,0.68,1,0
505,54,Female,R&D,Manager,4,7935,9,6,Yes,13,8,1,3,2,2,0.57,0,1
506,31,Female,Sales,HR Specialist,5,6355,6,0,No,33,5,2,1,2,1,0.35,0,1
507,44,Female,Marketing,Sales Executive,4,4013,16,9,No,25,3,3,4,1,2,0.24,1,0
508,40,Female,Sales,Manager,3,3927,15,3,No,16,4,4,1,1,1,0.09,1,1
509,55,Female,Sales,Engineer,5,12736,6,1,Yes,38,6,3,3,1,2,0.06,0,1
510,42,Male,Finance,Engineer,1,7332,12,6,Yes,26,7,4,3,4,4,0.35,0,0
511,35,Female,HR,Consultant,2,8258,11,2,Yes,18,4,3,3,2,4,0.24,0,1
512,58,Female,R&D,Manager,2,6547,11,8,No,17,6,4,4,2,1,0.49,0,0
513,58,Female,IT,HR Specialist,3,14987,7,7,No,25,2,3,2,3,4,0.56,1,0
514,33,Female,R&D,Manager,3,8915,7,9,Yes,26,1,4,1,4,4,0.38,0,0
515,50,Male,HR,Technician,2,5719,12,6,No,18,1,4,2,1,3,0.38,0,0
516,24,Female,Sales,Manager,4,13865,10,7,No,1,9,3,1,2,3,0.75,0,1
517,54,Male,Finance,Engineer,1,11743,0,0,No,7,2,4,2,4,3,0.01,0,0
518,42,Male,HR,Engineer,1,3682,16,9,No,30,5,4,4,4,2,1.0,1,1
519,48,Female,Marketing,Engineer,3,2384,18,5,No,33,9,3,4,3,4,0.44,0,0
520,30,Female,Marketing,Technician,3,6708,12,6,Yes,25,0,2,3,1,4,0.59,0,0
521,37,Male,HR,Sales Executive,4,5036,14,6,Yes,25,2,2,2,4,1,0.24,0,1
522,31,Female,IT,Consultant,3,12458,11,8,No,27,2,3,4,4,4,0.21,0,1
523,28,Female,R&D,Technician,1,9023,16,6,No,35,1,3,3,3,1,0.67,0,1
524,29,Male,R&D,Sales Executive,2,6652,2,6,Yes,18,0,3,1,2,4,0.97,1,1
525,36,Male,IT,Technician,1,6445,6,5,No,30,0,3,3,1,4,0.91,0,0
526,57,Female,Finance,Analyst,4,2389,1,2,No,14,0,4,1,2,2,0.93,0,1
527,26,Female,Sales,Sales Executive,2,4918,1,5,No,35,7,3,1,3,4,0.51,0,1
528,32,Female,Sales,HR Specialist,2,4113,5,8,No,34,5,2,3,1,4,0.36,0,0
529,59,Male,Marketing,HR Specialist,1,3142,3,9,No,20,8,2,4,1,1,0.77,0,1
530,28,Female,Finance,Consultant,2,2745,15,2,No,15,2,2,1,1,2,0.54,0,1
531,46,Male,IT,Engineer,2,8151,14,2,Yes,7,6,3,1,4,1,0.81,0,1
532,21,Male,HR,Technician,3,3730,9,6,Yes,13,5,3,1,3,2,0.7,1,1
533,24,Female,R&D,Manager,2,14314,13,6,No,36,8,3,2,4,1,0.36,1,0
534,48,Male,HR,Engineer,4,6385,8,4,Yes,34,8,4,2,3,3,0.07,0,1
535,56,Female,R&D,Consultant,2,6123,14,7,No,13,8,1,1,4,4,0.29,0,1
536,57,Female,HR,Manager,3,5230,6,7,Yes,4,6,3,2,2,1,0.83,1,0
537,38,Male,IT,Technician,5,13408,6,1,No,13,8,1,2,3,4,0.46,1,0
538,27,Female,IT,Engineer,5,4514,7,5,Yes,13,6,3,4,4,2,0.82,0,1
539,20,Male,Finance,Engineer,4,3769,18,4,No,23,8,3,3,3,1,0.7,0,0
540,41,Male,HR,HR Specialist,4,10299,17,3,Yes,29,1,4,3,1,1,0.31,0,0
541,36,Female,HR,Manager,2,4486,16,6,No,33,1,3,4,4,1,0.44,0,0
542,26,Female,Finance,Analyst,2,6298,17,3,No,23,6,1,1,3,2,0.66,1,1
543,44,Female,Finance,Analyst,5,10968,18,4,No,3,9,4,3,1,2,0.88,0,0
544,23,Female,IT,Engineer,5,9992,7,7,Yes,32,5,2,1,3,1,0.04,1,1
545,55,Male,IT,Technician,1,8444,12,4,No,3,5,3,1,2,2,0.99,1,0
546,25,Male,Marketing,Engineer,5,8021,10,8,No,12,4,2,4,1,4,0.41,0,0
547,50,Male,HR,Consultant,5,12125,18,9,No,4,0,4,3,3,2,0.13,0,0
548,38,Female,IT,HR Specialist,4,8046,6,1,Yes,33,6,2,4,4,4,0.33,1,0
549,58,Male,IT,Consultant,1,10629,4,1,No,32,1,4,3,3,3,0.8,1,1
550,46,Male,HR,Manager,1,11226,4,8,Yes,17,7,3,4,2,1,0.57,0,0
551,29,Female,Finance,Consultant,2,2836,7,1,Yes,9,9,3,3,4,3,0.11,1,0
552,45,Female,HR,Engineer,2,6702,9,2,No,5,6,3,1,1,2,0.39,0,1
553,38,Female,Sales,Consultant,1,2641,4,5,No,21,1,3,1,2,1,0.06,0,0
554,58,Male,HR,Technician,1,5174,14,3,No,3,1,3,4,4,2,0.07,0,0
555,22,Female,Sales,Analyst,2,3808,15,7,No,39,9,2,2,4,3,0.22,1,0
556,32,Male,HR,Manager,4,9653,9,7,Yes,3,7,2,1,4,3,0.35,0,0
557,47,Male,Sales,Engineer,4,8253,7,1,Yes,37,4,3,3,4,4,0.69,0,0
558,39,Male,Sales,Manager,4,5875,18,1,No,35,7,2,1,4,3,0.02,0,0
559,47,Male,HR,HR Specialist,4,10834,3,2,No,33,0,3,3,2,2,0.32,0,0
560,27,Male,Marketing,Consultant,2,10894,13,1,Yes,3,8,3,3,2,1,0.36,0,0
561,58,Female,IT,Analyst,3,4848,7,4,No,18,7,3,4,2,4,0.31,1,0
562,20,Male,R&D,Technician,5,13109,13,0,Yes,3,5,3,1,3,4,0.14,1,1
563,22,Female,IT,Manager,5,5612,11,6,Yes,29,7,3,4,3,1,0.86,0,1
564,32,Male,Sales,Analyst,5,9062,0,7,Yes,37,0,1,3,2,3,0.32,0,0
565,47,Male,HR,Consultant,5,11914,18,3,Yes,5,7,4,4,2,1,0.84,1,0
566,44,Female,HR,Engineer,2,11040,17,6,Yes,9,0,4,1,3,4,0.19,0,1
567,52,Male,HR,Technician,3,4554,11,8,Yes,12,3,3,4,1,1,0.72,0,1
568,57,Male,HR,Technician,2,8320,9,6,No,16,9,1,3,3,3,0.2,0,1
569,25,Female,Marketing,Sales Executive,3,3462,0,1,No,27,2,1,1,4,1,0.34,1,0
570,51,Female,R&D,Manager,2,7962,13,1,No,9,2,3,4,3,4,0.68,0,0
571,40,Male,Finance,Analyst,1,8811,8,9,No,22,9,1,2,3,3,0.55,0,1
572,35,Male,Sales,Manager,3,14021,14,9,No,17,8,3,1,2,4,0.27,0,1
